11,user3-profiling-gpu2-11,user3,-1,-1,-1,-1,-1,-1,False
10,user2-profiling-gpu2-10,user2,-1,-1,-1,-1,-1,-1,False
13,user3-profiling-gpu2-13,user3,-1,-1,-1,-1,-1,-1,False
12,user3-profiling-gpu2-12,user3,-1,-1,-1,-1,-1,-1,False
15,user3-profiling-gpu2-15,user3,-1,-1,-1,-1,-1,-1,False
14,user3-profiling-gpu2-14,user3,-1,-1,-1,-1,-1,-1,False
17,user4-profiling-gpu2-17,user4,-1,-1,-1,-1,-1,-1,False
16,user4-profiling-gpu2-16,user4,-1,-1,-1,-1,-1,-1,False
19,user4-profiling-gpu2-19,user4,-1,-1,-1,-1,-1,-1,False
18,user4-profiling-gpu2-18,user4,-1,-1,-1,-1,-1,-1,False
20,user4-profiling-gpu2-20,user4,-1,-1,-1,-1,-1,-1,False
1,user1-profiling-gpu2-1,user1,-1,-1,-1,-1,-1,-1,False
3,user1-profiling-gpu2-3,user1,-1,-1,-1,-1,-1,-1,False
2,user1-profiling-gpu2-2,user1,-1,-1,-1,-1,-1,-1,False
5,user1-profiling-gpu2-5,user1,-1,-1,-1,-1,-1,-1,False
4,user1-profiling-gpu2-4,user1,-1,-1,-1,-1,-1,-1,False
7,user2-profiling-gpu2-7,user2,-1,-1,-1,-1,-1,-1,False
6,user2-profiling-gpu2-6,user2,-1,-1,-1,-1,-1,-1,False
9,user2-profiling-gpu2-9,user2,-1,-1,-1,-1,-1,-1,False
8,user2-profiling-gpu2-8,user2,-1,-1,-1,-1,-1,-1,False
