2018-03-23 14:51:03.226008,2,user1,user1-0,ContainerCreating
2018-03-23 14:51:05.268669,3,user1,user1-0,ContainerCreating
2018-03-23 14:51:05.268669,3,user1,user1-1,Pending
2018-03-23 14:51:05.268669,3,user1,user1-2,Pending
2018-03-23 14:51:07.320162,4,user1,user1-0,ContainerCreating
2018-03-23 14:51:07.320162,4,user1,user1-1,ContainerCreating
2018-03-23 14:51:07.320162,4,user1,user1-2,ContainerCreating
2018-03-23 14:51:09.410081,5,user1,user1-0,ContainerCreating
2018-03-23 14:51:09.410081,5,user1,user1-1,ContainerCreating
2018-03-23 14:51:09.410081,5,user1,user1-2,ContainerCreating
2018-03-23 14:51:10.827040,6,user1,user1-0,ContainerCreating
2018-03-23 14:51:10.827040,6,user1,user1-1,ContainerCreating
2018-03-23 14:51:10.827040,6,user1,user1-2,ContainerCreating
2018-03-23 14:51:12.520595,7,user1,user1-0,Running
2018-03-23 14:51:12.520595,7,user1,user1-1,ContainerCreating
2018-03-23 14:51:12.520595,7,user1,user1-2,ContainerCreating
2018-03-23 14:51:15.105668,8,user1,user1-0,Running
2018-03-23 14:51:15.105668,8,user1,user1-1,ContainerCreating
2018-03-23 14:51:15.105668,8,user1,user1-2,ContainerCreating
2018-03-23 14:51:16.528251,9,user1,user1-0,Running
2018-03-23 14:51:16.528251,9,user1,user1-1,Running
2018-03-23 14:51:16.528251,9,user1,user1-2,ContainerCreating
2018-03-23 14:51:18.271304,10,user1,user1-0,Running
2018-03-23 14:51:18.271304,10,user1,user1-1,Running
2018-03-23 14:51:18.271304,10,user1,user1-2,Running
2018-03-23 14:51:20.271747,11,user1,user1-0,Running
2018-03-23 14:51:20.271747,11,user1,user1-1,Running
2018-03-23 14:51:20.271747,11,user1,user1-2,Running
2018-03-23 14:51:21.799067,12,user1,user1-0,Running
2018-03-23 14:51:21.799067,12,user1,user1-1,Running
2018-03-23 14:51:21.799067,12,user1,user1-2,Running
2018-03-23 14:51:23.214465,13,user1,user1-0,Running
2018-03-23 14:51:23.214465,13,user1,user1-1,Running
2018-03-23 14:51:23.214465,13,user1,user1-2,Running
2018-03-23 14:51:24.550505,14,user1,user1-0,Running
2018-03-23 14:51:24.550505,14,user1,user1-1,Running
2018-03-23 14:51:24.550505,14,user1,user1-2,Running
2018-03-23 14:51:25.882923,15,user1,user1-0,Running
2018-03-23 14:51:25.882923,15,user1,user1-1,Running
2018-03-23 14:51:25.882923,15,user1,user1-2,Running
2018-03-23 14:51:27.218924,16,user1,user1-0,Running
2018-03-23 14:51:27.218924,16,user1,user1-1,Running
2018-03-23 14:51:27.218924,16,user1,user1-2,Running
2018-03-23 14:51:28.530227,17,user1,user1-0,Running
2018-03-23 14:51:28.530227,17,user1,user1-1,Running
2018-03-23 14:51:28.530227,17,user1,user1-2,Running
2018-03-23 14:51:29.887456,18,user1,user1-0,Running
2018-03-23 14:51:29.887456,18,user1,user1-1,Running
2018-03-23 14:51:29.887456,18,user1,user1-2,Running
2018-03-23 14:51:31.219241,19,user1,user1-0,Running
2018-03-23 14:51:31.219241,19,user1,user1-1,Running
2018-03-23 14:51:31.219241,19,user1,user1-2,Running
2018-03-23 14:51:32.569317,20,user1,user1-0,Running
2018-03-23 14:51:32.569317,20,user1,user1-1,Running
2018-03-23 14:51:32.569317,20,user1,user1-2,Running
2018-03-23 14:51:33.896609,21,user1,user1-0,Running
2018-03-23 14:51:33.896609,21,user1,user1-1,Running
2018-03-23 14:51:33.896609,21,user1,user1-2,Running
2018-03-23 14:51:35.226913,22,user1,user1-0,Running
2018-03-23 14:51:35.226913,22,user1,user1-1,Running
2018-03-23 14:51:35.226913,22,user1,user1-2,Running
2018-03-23 14:51:36.572731,23,user1,user1-0,Running
2018-03-23 14:51:36.572731,23,user1,user1-1,Running
2018-03-23 14:51:36.572731,23,user1,user1-2,Running
2018-03-23 14:51:38.038411,24,user1,user1-0,Running
2018-03-23 14:51:38.038411,24,user1,user1-1,Running
2018-03-23 14:51:38.038411,24,user1,user1-2,Running
2018-03-23 14:51:39.356788,25,user1,user1-0,Running
2018-03-23 14:51:39.356788,25,user1,user1-1,Running
2018-03-23 14:51:39.356788,25,user1,user1-2,Running
2018-03-23 14:51:40.673767,26,user1,user1-0,Running
2018-03-23 14:51:40.673767,26,user1,user1-1,Running
2018-03-23 14:51:40.673767,26,user1,user1-2,Running
2018-03-23 14:51:42.005455,27,user1,user1-0,Running
2018-03-23 14:51:42.005455,27,user1,user1-1,Running
2018-03-23 14:51:42.005455,27,user1,user1-2,Running
2018-03-23 14:51:43.345387,28,user1,user1-0,Running
2018-03-23 14:51:43.345387,28,user1,user1-1,Running
2018-03-23 14:51:43.345387,28,user1,user1-2,Running
2018-03-23 14:51:44.670928,29,user1,user1-0,Running
2018-03-23 14:51:44.670928,29,user1,user1-1,Running
2018-03-23 14:51:44.670928,29,user1,user1-2,Running
2018-03-23 14:51:46.006939,30,user1,user1-0,Running
2018-03-23 14:51:46.006939,30,user1,user1-1,Running
2018-03-23 14:51:46.006939,30,user1,user1-2,Running
2018-03-23 14:51:47.326925,31,user1,user1-0,Running
2018-03-23 14:51:47.326925,31,user1,user1-1,Running
2018-03-23 14:51:47.326925,31,user1,user1-2,Running
2018-03-23 14:51:48.613135,32,user1,user1-0,Running
2018-03-23 14:51:48.613135,32,user1,user1-1,Running
2018-03-23 14:51:48.613135,32,user1,user1-2,Running
2018-03-23 14:51:49.974070,33,user1,user1-0,Running
2018-03-23 14:51:49.974070,33,user1,user1-1,Running
2018-03-23 14:51:49.974070,33,user1,user1-2,Running
2018-03-23 14:51:51.294936,34,user1,user1-0,Running
2018-03-23 14:51:51.294936,34,user1,user1-1,Running
2018-03-23 14:51:51.294936,34,user1,user1-2,Running
2018-03-23 14:51:52.637234,35,user1,user1-0,Running
2018-03-23 14:51:52.637234,35,user1,user1-1,Running
2018-03-23 14:51:52.637234,35,user1,user1-2,Running
